Абсолют Недвижимость,developer,Москва,sale,flat,17,4,108.6,24370396.0,,,,Мичуринец,Переделкино Ближнее Город-парк,224405.1197053407
Whitewill,real_estate_agent,Москва,sale,flat,8,4,150.0,285000000.0,Красносельский,Костянский переулок,13,Сретенский бульвар,Клубный дом TURGENEV,1900000.0
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,41,4,138.2,138000000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк,998552.8219971057
Стоун Бридж эстейт,real_estate_agent,Москва,sale,flat,26,4,130.7,120000000.0,Кунцево,Рублевское шоссе,101,Молодёжная,Vander Park,918133.1293037491
Whitewill,real_estate_agent,Москва,sale,flat,10,4,162.0,157000000.0,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,969135.8024691358
Whitewill,real_estate_agent,Москва,sale,flat,13,4,110.4,97500000.0,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал,883152.1739130435
Est-a-Tet Агент,real_estate_agent,Москва,sale,flat,28,4,106.9,51350000.0,Раменки,Винницкая ,8к1,Раменки,Настоящее,480355.47240411595
ЛюксДом,real_estate_agent,Москва,sale,flat,18,4,165.9,187380179.0,Пресненский,2-я Звенигородская ,11,Улица 1905 года,Резиденция МОНЭ,1129476.6666666667
Villagio Realty,real_estate_agent,Москва,sale,flat,16,4,156.0,68300000.0,Тимирязевский,Ивановская ,16А,Тимирязевская,Кверкус,437820.5128205128
Apple Real Estate,real_estate_agent,Москва,sale,flat,5,4,101.2,120000000.0,Пресненский,переулок Брюсов,2/14С2,Тверская,,1185770.7509881423
Центр-Инвест,developer,Москва,sale,flat,35,4,94.1,31944213.0,Левобережный,Фестивальная ,15к24/1,Речной вокзал,Фестиваль парк-2,339470.9139213603
А101,developer,Москва,sale,flat,17,4,66.5,16965015.0,,,к11.2.2,Прокшино,Прокшино ЖК,255113.007518797
Основа,developer,Москва,sale,flat,36,4,92.8,27654400.0,Ярославский,проспект Мира,222,Ростокино,МИРАПОЛИС,298000.0
Plus Development,developer,Москва,sale,flat,23,4,76.1,18018226.0,,,,Филатов Луг,Детали ЖК,236770.38107752957
3SGroup,developer,Москва,sale,flat,29,4,96.6,34995150.0,Богородское,Открытое шоссе,14Д,Бульвар Рокоссовского,Талисман на Рокоссовского,362268.6335403727
Спартак,developer,Москва,sale,flat,2,4,153.3,35948850.0,Ясенево,Новоясеневский проспект,3В,Тёплый Стан,Комплекс апартаментов LES,234499.99999999997
А101,developer,Москва,sale,flat,16,4,86.7,36929382.0,Сокол, Зорге,25С2,Октябрьское поле,Дом на Зорге,425944.4290657439
Kalinka Group,real_estate_agent,Москва,sale,flat,7,4,190.1,135000000.0,Мещанский, Гиляровского,55,Проспект Мира,Дом на Гиляровского,710152.5512887954
ФСК,developer,Москва,sale,flat,26,4,99.0,30120404.0,Покровское-Стрешнево,,,Трикотажная,Скай Гарден ЖК,304246.50505050505
А101,developer,Москва,sale,flat,18,4,66.1,14185331.0,,,18.2.6,Бунинская аллея,Скандинавия ЖК,214604.09984871408
Point Estate Город,real_estate_agent,Москва,sale,flat,19,4,92.0,53000000.0,Богородское,1-я Мясниковская ,2,Белокаменная,Соколиный форт,576086.9565217391
А101,developer,Москва,sale,flat,15,4,62.1,12444679.0,,,,Новомосковская,Деснаречье ЖК,200397.40740740742
ВЫБОР,developer,Москва,sale,flat,19,4,78.4,16714880.0,,,,,Академик,213199.99999999997
Сергей Климешов,realtor,Москва,sale,flat,85,4,285.0,251000000.0,Пресненский,1-й Красногвардейский проезд,21с2,Деловой центр,МФК ОКО,880701.754385965
А101,developer,Москва,sale,flat,9,4,78.5,12625080.0,,,2,Толстопальцево,Родные кварталы ЖК,160829.04458598726
BARNES International Realty,real_estate_agent,Москва,sale,flat,7,4,183.0,151825991.0,Тверской, Петровка,17С1,Трубная,,829650.2240437159
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,10,4,115.0,56900000.0,Даниловский,проспект Лихачева,12к3,Технопарк,Квартал на набережной NOW,494782.60869565216
Абсолют Недвижимость,developer,Москва,sale,flat,20,4,102.4,18953124.0,,,3,Филатов Луг,Город-парк Первый Московский,185089.1015625
Contact Real Estate,real_estate_agent,Москва,sale,flat,11,4,199.0,268650000.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк,1350000.0
ЕСН,real_estate_agent,Москва,sale,flat,23,4,90.2,44099000.0,Ростокино,,к1,Ботанический сад,Союз ЖК,488902.43902439025
NIKA ESTATE,real_estate_agent,Москва,sale,flat,41,4,97.72,55000000.0,Раменки,1-й Сетуньский проезд,вл6,Кутузовская,Hide,562832.5828898895
Level Group,developer,Москва,sale,flat,32,4,93.4,46575716.0,Хорошево-Мневники,Причальный проезд,10к2,Шелепиха,Level Причальный,498669.3361884368
TimeProperty,real_estate_agent,Москва,sale,flat,60,4,175.2,243000000.0,Пресненский,набережная Пресненская,6с2,Деловой центр,Imperia Tower,1386986.301369863
do A.S.A.P.,real_estate_agent,Москва,sale,flat,12,4,142.0,99000000.0,Раменки, Сергея Бондарчука,4,Мичуринский проспект,Река,697183.0985915493
Whitewill,real_estate_agent,Москва,sale,flat,6,4,101.0,120000000.0,Пресненский,переулок Брюсов,2/14С2,Тверская,,1188118.811881188
NIKA ESTATE,real_estate_agent,Москва,sale,flat,3,4,170.0,171500000.0,Мещанский,переулок Печатников,12,Трубная,Печатников 12,1008823.5294117647
VESPER,developer,Москва,sale,flat,5,4,453.2,1042360000.0,Пресненский,Трехпрудный переулок,9С1,Маяковская,Клубный дом Левенсон,2300000.0
Plus Development,developer,Москва,sale,flat,23,4,85.2,20273255.0,,,,Филатов Луг,Детали ЖК,237949.00234741785
Ашихмин и партнёры,real_estate_agent,Москва,sale,flat,6,4,203.27,650560000.0,Мещанский, Кузнецкий Мост,12/3С1,Кузнецкий мост,Kuznetsky Most 12 by Lalique,3200472.2782506025
MR Group,developer,Москва,sale,flat,46,4,101.7,42853224.0,Даниловский,,,Павелецкая,Павелецкая Сити ЖК,421368.9675516224
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,73,4,320.0,635000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,1984375.0
Tekta Group,developer,Москва,sale,flat,32,4,95.8,50314160.0,Даниловский,,2,Павелецкая,Эра ЖК,525200.0
Пионер,developer,Москва,sale,flat,47,4,121.3,80388664.0,Даниловский,,,Павелецкая,Хай Лайф ЖК,662726.0016488046
Intermark Real Estate,real_estate_agent,Москва,sale,flat,9,4,185.0,228750000.0,Хамовники, Остоженка,25,Парк Культуры,,1236486.4864864864
ФСК,developer,Москва,sale,flat,46,4,103.1,54926525.0,Хорошевский,3-й Хорошевский проезд,3АС18,Беговая,AMBER CITY,532750.0
Пионер,developer,Москва,sale,flat,39,4,107.6,86399895.0,Даниловский,,,Павелецкая,Хай Лайф ЖК,802973.0018587362
VESPER,developer,Москва,sale,flat,21,4,359.5,585463725.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky,1628550.0
MR Group,developer,Москва,sale,flat,57,4,101.42,60710012.0,Филевский парк,,,Фили,Фили Сити ЖК,598600.0
UNIQ Development,developer,Москва,sale,flat,25,4,167.7,246519000.0,Фили-Давыдково,Малая Филевская ,46,Кунцевская,Springs,1470000.0
Soul Estate,real_estate_agent,Москва,sale,flat,53,4,231.0,160000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,692640.6926406927
Киноцентр,developer,Москва,sale,flat,20,4,196.4,189918800.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView,967000.0
Tekta Group,developer,Москва,sale,flat,33,4,103.6,55747160.0,Даниловский,,3,Павелецкая,Эра ЖК,538100.0
Dominanta,developer,Москва,sale,flat,34,4,143.4,109055700.0,Раменки,проезд 4-й Сетуньский,10Ас2,Парк Победы,hideOUT,760500.0
Absolute Premium,developer,Москва,sale,flat,18,4,154.6,183143000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК,1184624.8382923675
ANT Development,developer,Москва,sale,flat,13,4,148.9,251003827.0,Дорогомилово,,3к4,Парк Победы,Виктори Парк Резиденсез ЖК,1685720.7991940898
Экран,developer,Москва,sale,flat,3,4,267.5,535000000.0,Замоскворечье,,к4,Третьяковская,Русские Сезоны ЖК,2000000.0
ДомДау,developer,Москва,sale,flat,85,4,148.05,,Пресненский,Московский международный деловой центр Москва-Сити тер.,,,Дом Дау,
Sminex,developer,Москва,sale,flat,6,4,468.5,1142800000.0,Хамовники,3-й Обыденский переулок,1С1,Кропоткинская,Клубный дом Обыденский № 1,2439274.2796157952
